stu_id,stu_name,emp_type_id,title,birthday,home_address,postal_code,city_id,phone_num,email,active_flg
5464,Bruno Quintero,2,Mx,1979-11-27,694 Achebe St,M5J 1Y2,6,555-8249,student5464@example.edu,1
5465,Chiara Rossi,1,Ms,1994-06-09,364 Costa St,M8C 7Z9,18,555-2896,student5465@example.edu,1
5466,Quinn Jansen,2,Mr,1985-05-02,155 Nakamura St,L0B 7X8,19,555-5323,student5466@example.edu,1
5467,Hiro Moreau,1,Ms,1976-05-17,386 Kowalski St,P4H 8Y7,20,555-4545,student5467@example.edu,1
5468,Ursula Okonkwo,1,Mx,1994-10-14,803 Ueda St,N3J 8Y5,19,555-9436,student5468@example.edu,1
5469,Greta Eriksen,1,Mr,1988-03-19,422 Ahmadi St,V8J 4R3,12,555-9028,student5469@example.edu,1
5470,Hassan Yilmaz,1,Dr,1980-08-23,131 Choi St,V2B 4R6,2,555-6361,student5470@example.edu,1
5471,Nadia Zielinski,1,Ms,2000-05-24,639 Rossi St,K1E 2X8,25,555-4566,student5471@example.edu,1
5472,Hassan Ferreira,2,Ms,1994-02-13,228 Lindqvist St,M1E 7X5,15,555-9069,student5472@example.edu,1
5473,Tomas Eriksen,1,Dr,2003-12-31,758 Gallagher St,N8J 1Y2,10,555-4966,student5473@example.edu,1
5474,Oscar Bianchi,2,Ms,1984-11-10,483 Delgado St,M4E 3Z8,13,555-7189,student5474@example.edu,1
5475,Mina Rossi,3,Mx,1975-09-30,698 Achebe St,L1H 4Y5,8,555-9753,student5475@example.edu,1
5476,Sofia Rossi,1,Dr,1996-05-24,776 Okonkwo St,L6H 8R3,15,555-5146,student5476@example.edu,1
5477,Gabriela Ibrahim,1,Dr,1996-07-31,681 Ibrahim St,P0A 2T8,3,555-2948,student5477@example.edu,1
5478,Kenji Delgado,2,Dr,1997-02-02,147 Nakamura St,P5C 0R0,18,555-7278,student5478@example.edu,1
5479,Mina Okonkwo,3,Mr,1987-12-25,412 Bergstrom St,V7B 2X1,11,555-1587,student5479@example.edu,1
5480,Hassan Eriksen,1,Ms,1998-04-22,367 Moreau St,L0B 4T7,9,555-2101,student5480@example.edu,1
5481,Mina Yilmaz,1,Dr,1990-01-10,785 Xu St,N1E 9W8,16,555-1756,student5481@example.edu,1
5482,Bo Zielinski,3,Mx,1993-08-21,935 Bergstrom St,V2C 8T2,10,555-9074,student5482@example.edu,1
5483,Viktor Varga,3,Mx,1994-06-25,397 Lindqvist St,L1J 0Z5,2,555-4096,student5483@example.edu,1
5484,Elena Ahmadi,1,Mr,2000-08-27,488 Eriksen St,N4H 3R8,5,555-6226,student5484@example.edu,1
5485,Chiara Costa,3,Ms,1978-04-23,320 Lindqvist St,P5E 3T6,6,555-4019,student5485@example.edu,1
5486,Rafael Choi,3,Mx,2002-01-18,619 Ibrahim St,N6E 8Y4,,555-7618,student5486@example.edu,1
5487,Rafael Moreau,2,Ms,1993-02-10,266 Choi St,P3C 1W4,26,555-3775,student5487@example.edu,1
5488,Priya Dubois,1,Ms,1980-06-25,600 Petrov St,K1A 3T5,14,555-6880,student5488@example.edu,1
5489,Lucia Achebe,3,Ms,2000-12-29,561 Costa St,N8H 8T5,16,555-7690,student5489@example.edu,1
5490,Elena Rossi,1,Ms,2002-11-02,937 Ferreira St,M6H 1Y3,16,555-1395,student5490@example.edu,1
5491,Kenji Zielinski,1,Dr,1977-01-01,596 Dubois St,L5H 3W8,27,555-6207,student5491@example.edu,1
5492,Nadia Okonkwo,1,Mr,2001-01-22,904 Tanaka St,V0J 4T2,26,555-4714,student5492@example.edu,1
5493,Bruno Delgado,3,Dr,1976-06-12,554 Moreau St,P4J 7W6,7,555-9560,student5493@example.edu,1
5494,Viktor Choi,1,Mx,1980-12-17,99 Costa St,V7A 8R4,20,555-6006,student5494@example.edu,1
5495,Ursula Bianchi,1,Mr,1978-03-22,303 Tanaka St,L2J 9W3,3,555-3217,student5495@example.edu,1
5496,Ursula Tanaka,1,Dr,2001-02-13,109 Ferreira St,M6E 2W8,17,555-9122,student5496@example.edu,1
5497,Adaeze Choi,3,Dr,2001-01-01,569 Gallagher St,K7A 7R9,3,555-7202,student5497@example.edu,1
5498,Tomas Delgado,2,Mr,1993-02-10,45 Achebe St,L1B 4Z7,13,555-4986,student5498@example.edu,1
5499,Hiro Ueda,1,Ms,1983-07-29,80 Yilmaz St,K0C 5Y1,29,555-4151,student5499@example.edu,1
5500,Chiara Ueda,1,Ms,2002-10-13,542 Ferreira St,V9A 2W8,13,555-4876,student5500@example.edu,1
5501,Amara Lindqvist,3,Ms,1984-01-28,783 Achebe St,P2A 5X7,26,555-8712,student5501@example.edu,1
5502,Esther Dubois,1,Ms,2004-01-17,631 Ibrahim St,P5C 9Z4,23,555-1398,student5502@example.edu,1
5503,Hassan Ueda,2,Mr,1992-09-30,404 Gallagher St,L9B 8Y0,17,555-5005,student5503@example.edu,1
5504,Liam Costa,2,Mr,1990-04-11,274 Zielinski St,M5J 2W4,4,555-8892,student5504@example.edu,1
5505,Dmitri Ibrahim,3,Dr,1975-06-26,333 Ibrahim St,P0E 9W1,4,555-4382,student5505@example.edu,1
5506,Hassan Costa,1,Mr,1986-07-29,857 Tanaka St,K1B 0R5,15,555-8931,student5506@example.edu,1
5507,Dmitri Ueda,1,Ms,2003-11-27,789 Okonkwo St,P0E 9R7,5,555-1521,student5507@example.edu,1
5508,Esther Zielinski,1,Ms,1998-08-24,222 Achebe St,P9B 2R1,20,555-5445,student5508@example.edu,1
5509,Celine Nakamura,1,Mx,1992-07-05,129 Gallagher St,P8H 4Y5,30,555-5276,student5509@example.edu,1
5510,Bruno Kowalski,1,Mx,2004-08-15,683 Silva St,K9J 8W5,7,555-4949,student5510@example.edu,1
5511,Devon Bergstrom,1,Ms,1987-05-13,985 Ahmadi St,K0J 2Y6,4,555-7245,student5511@example.edu,1
5512,Viktor Achebe,3,Mx,2002-07-08,818 Quintero St,P3H 1T4,10,555-6331,student5512@example.edu,1
5513,Wren Bergstrom,1,Ms,1978-03-11,63 Kowalski St,V4A 4Y1,16,555-8901,student5513@example.edu,1
5514,Tomas Gallagher,1,Dr,1986-02-18,73 Varga St,L0B 6X8,30,555-2879,student5514@example.edu,1
5515,Ursula Kowalski,1,Dr,1980-08-01,191 Gallagher St,K8C 8R1,25,555-2147,student5515@example.edu,1
5516,Nadia Okonkwo,1,Mx,1985-03-05,484 Okonkwo St,N1J 3Z8,15,555-5346,student5516@example.edu,1
5517,Farid Whitfield,3,Dr,2001-09-12,108 Yilmaz St,V8A 4W3,15,555-8436,student5517@example.edu,1
5518,Noor Xu,2,Ms,1985-01-09,221 Bianchi St,K9J 0Y0,1,555-3385,student5518@example.edu,1
5519,Wren Eriksen,1,Mx,1989-04-28,464 Choi St,L1B 7R0,22,555-2731,student5519@example.edu,1
5520,Zara Nakamura,1,Mr,1995-04-26,345 Bianchi St,L2E 8Y0,18,555-9079,student5520@example.edu,1
5521,Chiara Gallagher,2,Ms,1977-07-08,781 Eriksen St,V9H 8Y4,9,555-2043,student5521@example.edu,1
5522,Yusuf Haddad,2,Mx,1997-09-11,508 Dubois St,N3C 6Y1,25,555-7289,student5522@example.edu,1
5523,Ursula Okonkwo,2,Mr,1999-10-06,599 Haddad St,L9B 1Y9,15,555-5183,student5523@example.edu,1
5524,Viktor Haddad,1,Mr,1979-09-20,870 Ferreira St,V4A 7Z5,1,555-1691,student5524@example.edu,1
5525,Dmitri Whitfield,1,Ms,2001-01-18,343 Delgado St,K0E 9R4,16,555-6821,student5525@example.edu,1
5526,Bruno Bianchi,3,Mx,1985-12-23,633 Silva St,V9B 0W7,24,555-1426,student5526@example.edu,1
5527,Esther Achebe,1,Mx,1983-02-08,510 Haddad St,V3E 5Z5,27,555-4934,student5527@example.edu,1
5528,Dmitri Jansen,1,Mr,1977-10-02,921 Yilmaz St,V0C 7X8,6,555-7141,student5528@example.edu,1
5529,Liam Yilmaz,1,Mx,1989-01-01,511 Bianchi St,P1A 5R9,25,555-1984,student5529@example.edu,1
5530,Elena Jansen,2,Mr,1976-02-07,391 Varga St,P6J 4R4,29,555-9039,student5530@example.edu,1
5531,Dmitri Delgado,3,Dr,1984-01-19,674 Okonkwo St,N7E 8W7,12,555-5602,student5531@example.edu,1
5532,Chiara Dubois,1,Dr,1996-05-21,925 Achebe St,L5C 2W7,29,555-8359,student5532@example.edu,1
5533,Zara Silva,3,Dr,1990-01-28,123 Jansen St,V6J 4X1,5,555-8516,student5533@example.edu,1
5534,Gabriela Moreau,3,Dr,1983-01-19,797 Haddad St,K1J 2X3,17,555-3117,student5534@example.edu,1
5535,Yusuf Ahmadi,3,Mr,1987-01-28,549 Delgado St,N0C 1Z7,13,555-3971,student5535@example.edu,1
5536,Hassan Quintero,3,Mr,1988-01-10,756 Ahmadi St,N8J 0R8,3,555-1505,student5536@example.edu,1
5537,Hassan Jansen,1,Ms,1993-03-10,492 Rossi St,N6C 1Y7,3,555-2251,student5537@example.edu,1
5538,Hiro Tanaka,2,Mx,1988-06-19,63 Silva St,L0C 2W4,20,555-2203,student5538@example.edu,1
5539,Dmitri Ueda,1,Ms,1976-05-04,464 Bianchi St,P5A 2R5,6,555-7530,student5539@example.edu,1
5540,Noor Silva,2,Mx,1982-09-13,343 Varga St,M7E 0X3,25,555-2082,student5540@example.edu,1
5541,Kaia Xu,1,Dr,2004-05-21,481 Haddad St,L0J 9T6,1,555-9166,student5541@example.edu,1
5542,Jasper Achebe,1,Ms,1988-12-25,353 Xu St,V5J 9T0,3,555-7171,student5542@example.edu,1
5543,Yusuf Lindqvist,2,Ms,2004-05-15,333 Lindqvist St,L8E 6W1,14,555-9143,student5543@example.edu,1
5544,Sofia Whitfield,1,Ms,1977-10-14,864 Ferreira St,M6A 9Y5,27,555-4956,student5544@example.edu,1
5545,Rafael Quintero,3,Mr,1986-03-01,449 Jansen St,N6E 0X7,18,555-3190,student5545@example.edu,1
5546,Wren Costa,1,Dr,2002-07-17,716 Silva St,M0B 1X8,7,555-8154,student5546@example.edu,1
5547,Hassan Dubois,1,Mx,1982-11-13,788 Tanaka St,M7B 6T4,26,555-7475,student5547@example.edu,1
5548,Bruno Petrov,2,Mr,1997-11-20,465 Gallagher St,L1J 4W8,9,555-3778,student5548@example.edu,1
5549,Mateo Bianchi,1,Ms,1994-10-20,496 Quintero St,M6E 2X1,10,555-1465,student5549@example.edu,1
5550,Quinn Dubois,3,Ms,2000-09-12,136 Bergstrom St,P8C 7T2,23,555-4817,student5550@example.edu,1
5551,Greta Kowalski,1,Mr,1978-11-03,442 Ibrahim St,L3H 3Y6,25,555-8155,student5551@example.edu,1
5552,Ines Dubois,1,Ms,1984-04-17,202 Yilmaz St,V4A 9Y6,9,555-8092,student5552@example.edu,1
5553,Imani Yilmaz,3,Mr,1996-06-03,142 Quintero St,L5H 7W3,20,555-9629,student5553@example.edu,1
5554,Kaia Moreau,1,Ms,1985-06-22,827 Lindqvist St,P2C 3X8,9,555-6664,student5554@example.edu,1
5555,Lucia Lindqvist,2,Ms,1987-08-07,765 Choi St,V6A 8X4,4,555-7345,student5555@example.edu,1
5556,Quinn Achebe,1,Mr,1996-01-07,423 Varga St,L8E 2Z0,29,555-6273,student5556@example.edu,1
5557,Jasper Bergstrom,1,Dr,1983-09-17,180 Rossi St,V1A 6X7,29,555-6810,student5557@example.edu,1
5558,Quinn Lindqvist,2,Ms,1994-02-16,20 Eriksen St,M1C 6T5,27,555-2545,student5558@example.edu,1
5559,Kaia Varga,1,Mr,1984-09-08,356 Zielinski St,K2E 6X1,27,555-6945,student5559@example.edu,1
5560,Esther Yilmaz,1,Mr,2002-01-04,540 Okonkwo St,K9A 4Y5,20,555-7680,student5560@example.edu,1
5561,Jasper Ueda,1,Mx,1995-11-15,326 Bianchi St,V2B 4W6,1,555-4834,student5561@example.edu,1
5562,Viktor Ferreira,1,Ms,2003-12-22,9 Quintero St,V6J 3Y7,28,555-5364,student5562@example.edu,1
5563,Amara Kowalski,1,Mx,1977-12-27,92 Varga St,L9J 7W5,6,555-6233,student5563@example.edu,1
5564,Amara Choi,1,Dr,1977-02-12,677 Dubois St,P7A 4T2,8,555-6459,student5564@example.edu,1
5565,Nadia Xu,2,Mr,2004-07-21,517 Bianchi St,P3E 8X6,10,555-6901,student5565@example.edu,1
5566,Ines Gallagher,1,Dr,1975-10-21,96 Costa St,M8C 5W0,23,555-2222,student5566@example.edu,1
5567,Amara Tanaka,2,Dr,2004-10-08,99 Gallagher St,L3C 0T9,16,555-4931,student5567@example.edu,1
5568,Felix Dubois,1,Mr,1998-04-08,717 Jansen St,N0A 6R3,30,555-7659,student5568@example.edu,1
5569,Chiara Bianchi,1,Dr,1999-12-11,278 Okonkwo St,K5E 6R6,30,555-8221,student5569@example.edu,1
5570,Celine Yilmaz,1,Mx,1992-04-03,110 Zielinski St,P2H 3Y2,6,555-6737,student5570@example.edu,1
5571,Liam Achebe,2,Ms,1982-04-14,429 Ueda St,K6C 2Y5,13,555-5729,student5571@example.edu,1
5572,Wren Ibrahim,1,Ms,1998-03-03,207 Bianchi St,N6H 4W5,11,555-9176,student5572@example.edu,1
5573,Dmitri Bergstrom,1,Ms,1992-04-02,924 Ueda St,V3E 0R9,9,555-4223,student5573@example.edu,1
5574,Sofia Haddad,1,Mr,1980-04-30,481 Tanaka St,M7A 5R0,30,555-2410,student5574@example.edu,1
5575,Dmitri Tanaka,3,Dr,2002-05-15,773 Ibrahim St,K3J 0Y5,22,555-2144,student5575@example.edu,1
5576,Chiara Tanaka,2,Mx,1982-02-11,417 Achebe St,N8E 2T5,28,555-9513,student5576@example.edu,1
5577,Oscar Lindqvist,1,Dr,1988-11-10,544 Eriksen St,P8C 0W2,21,555-7925,student5577@example.edu,1
5578,Tomas Bergstrom,1,Mr,1988-09-14,783 Eriksen St,M3H 1Z7,2,555-3112,student5578@example.edu,1
5579,Mateo Tanaka,3,Mx,1979-06-16,86 Jansen St,V7E 9T1,15,555-5948,student5579@example.edu,1
5580,Viktor Tanaka,1,Ms,1994-04-16,244 Eriksen St,M4A 3W8,29,555-8176,student5580@example.edu,1
5581,Xiomara Silva,1,Mx,2002-04-07,909 Silva St,K5A 0W3,13,555-4235,student5581@example.edu,1
5582,Viktor Ueda,1,Dr,1992-04-29,167 Okonkwo St,N1E 9Y0,27,555-1140,student5582@example.edu,1
5583,Viktor Bergstrom,1,Ms,1995-11-18,890 Ferreira St,N2H 1Z0,,555-7981,student5583@example.edu,1
5584,Ursula Dubois,2,Mr,1987-05-11,279 Delgado St,L1H 8W9,28,555-7968,student5584@example.edu,1
5585,Mateo Jansen,1,Mr,1989-10-08,856 Tanaka St,L9C 1W3,10,555-4328,student5585@example.edu,1
5586,Xiomara Ahmadi,1,Mr,1975-08-20,337 Silva St,L6E 0Y4,8,555-5315,student5586@example.edu,1
5587,Kenji Xu,3,Mr,1976-11-08,739 Zielinski St,M3B 1R3,30,555-6225,student5587@example.edu,1
5588,Oscar Ahmadi,1,Dr,1986-12-22,231 Eriksen St,M2B 7R0,13,555-5457,student5588@example.edu,1
5589,Sofia Ferreira,1,Mx,1975-02-19,195 Lindqvist St,P3A 3Z9,5,555-4367,student5589@example.edu,1
5590,Gabriela Ferreira,1,Dr,1998-02-09,841 Yilmaz St,K4C 1R4,8,555-7514,student5590@example.edu,1
5591,Viktor Tanaka,1,Mx,2001-11-17,681 Bianchi St,L5J 0R7,22,555-6804,student5591@example.edu,1
5592,Liam Bianchi,3,Mr,1984-05-02,893 Dubois St,M1C 8Z5,28,555-4130,student5592@example.edu,1
5593,Celine Okonkwo,1,Mx,1978-10-06,449 Choi St,M5H 3Y8,15,555-9285,student5593@example.edu,1
5594,Felix Eriksen,1,Mx,1981-01-18,829 Achebe St,V0B 9T3,12,555-5509,student5594@example.edu,1
5595,Mina Xu,1,Mx,1991-12-13,23 Bergstrom St,V2B 4Z8,11,555-9618,student5595@example.edu,1
5596,Sofia Ferreira,2,Ms,1996-06-30,98 Achebe St,V8E 8T0,19,555-3418,student5596@example.edu,1
5597,Bo Okonkwo,2,Mr,1988-03-19,199 Dubois St,M9H 2X2,11,555-9005,student5597@example.edu,1
5598,Farid Yilmaz,1,Mr,2002-08-25,425 Zielinski St,K1C 0Z2,25,555-3058,student5598@example.edu,1
5599,Oscar Okonkwo,1,Mx,1983-11-24,563 Jansen St,N4A 6T4,22,555-9374,student5599@example.edu,1
5600,Ines Bergstrom,3,Dr,1997-11-14,984 Bianchi St,K2J 9R5,3,555-2827,student5600@example.edu,1
5601,TEST Student 1,1,Mx,1990-01-01,1 Test St,T0T 0T0,7,555-0000,qa+0@example.edu,1
5602,TEST Student 2,1,Mx,1990-01-01,1 Test St,T0T 0T0,23,555-0000,qa+1@example.edu,1
5603,TEST Student 3,1,Mx,1990-01-01,1 Test St,T0T 0T0,22,555-0000,qa+2@example.edu,1
5604,TEST Student 4,1,Mx,1990-01-01,1 Test St,T0T 0T0,23,555-0000,qa+3@example.edu,1
5605,TEST Student 5,1,Mx,1990-01-01,1 Test St,T0T 0T0,24,555-0000,qa+4@example.edu,1
5606,TEST Student 6,1,Mx,1990-01-01,1 Test St,T0T 0T0,28,555-0000,qa+5@example.edu,1
